Genres,revenue
Action,7.710767566
Drama,6.519752018
Action,8.202298319
Animation,8.145520678
Comedy,7.139934314
ScienceFiction,8.209515015
Drama,7.86923172
Comedy,7.028849348
Comedy,8.250364433
Comedy,7.499841326
Drama,8.353980505
Comedy,7.898080472
Comedy,8.087843112
Drama,6.513694928
Drama,9.266004418
Adventure,8.522458668
Drama,7.246159531
Comedy,7.598496816
Drama,6.75471435
Drama,6.391986028
Comedy,7.807917154
Action,0.84509804
Action,5.492374799
Adventure,8
Comedy,8.497175786
Drama,5.226501952
Drama,6.313275038
Drama,6.186266225
Drama,5.954242509
Comedy,6.125411643
Drama,6.025328809
Thriller,5.700546235
Drama,4.525770186
Comedy,8.360593414
Drama,6.801407415
Comedy,3.958563883
Drama,5.566123886
Drama,0
Drama,5.935400946
Drama,5.611020861
Drama,5.661393327
Adventure,8.202421037
Drama,5.661637608
Comedy,4.067814511
Animation,7.301029996
Drama,4.935381292
Action,7.073286333
Drama,2.459392488
Drama,8.206830456
Comedy,7.469173771
Drama,7.041392685
Adventure,6.250027252
Comedy,7.763427994
Comedy,8.42179833
Drama,8.271571105
Comedy,7.6645439
Comedy,7.744246546
Comedy,7.115130992
Thriller,7.29821026
Comedy,7.242044737
Thriller,7.40195665
Adventure,7.049335344
Action,7.283412706
ScienceFiction,7.117271296
Thriller,8.010161694
Adventure,7.883362833
Thriller,7.827369273
Drama,6.034210001
Comedy,7.671227371
Animation,6.65916918
Drama,5.433569836
Adventure,8.134047702
Drama,8.29816533
Comedy,6.902325445
Drama,7.333806915
Comedy,6.296739321
Comedy,4.660666302
ScienceFiction,7.282521513
Comedy,6.552965308
Action,7.431478644
Comedy,5.752503258
Action,8.147567085
Comedy,6.904551694
ScienceFiction,8.578655589
Comedy,7.465425743
Adventure,7.028582435
Comedy,6.769322223
Action,8.214843848
Comedy,7.408325035
Drama,6.285370049
Animation,8.483330858
Comedy,8.4690213
Action,8.743352611
Action,8.455521836
Comedy,7.737848735
Action,8.398440935
Comedy,7.278753601
Drama,8.682903669
Comedy,6.305501841
Action,7.648825101
Comedy,6.846787876
Drama,7.817603522
Drama,4.607905169
Comedy,7.009625768
Thriller,7.686505926
Comedy,7.576022712
Drama,6.673089965
Drama,1.176091259
Drama,2.307496038
Drama,7.093899496
Drama,7.360250576
Comedy,7.261344128
Drama,5.890657385
Action,8.388077859
Action,5.095148421
Drama,6.250908918
Action,7.619206942
Adventure,8.234916628
Comedy,6.342012078
Comedy,7.481889092
Drama,7.854215183
Drama,7.669162265
Comedy,6.448302749
Action,7.163396445
Drama,7.37794569
Comedy,7.110683629
Drama,6.809669318
Drama,8.066970037
Comedy,8.269493438
Drama,7.914610962
Drama,6.022753249
Action,8.399067425
Animation,8.00213012
Adventure,8.560216214
Drama,6.747932649
Adventure,7.839678242
Drama,7.018838419
Comedy,6.966042233
Comedy,6.995565526
ScienceFiction,8.071882007
Adventure,8.339676358
Comedy,7.232895856
Comedy,8.399364752
Drama,6.084289513
Drama,7.991786596
Comedy,8.305980645
Drama,7.753605279
Drama,6.598799039
Action,4.135895576
Comedy,6.590793812
Drama,4.144138138
Comedy,5.939893982
Comedy,5.412400061
Drama,6.97751363
Action,6.86139012
Comedy,7.895419828
Drama,5.578257459
Comedy,3.362293938
Animation,8.213901843
Drama,5.146193175
Drama,3.859438535
Drama,5.002356159
Comedy,4.694613972
Comedy,2.536558443
Drama,5.723432684
Comedy,5.755874856
Action,5.428546207
Drama,7.113943352
Drama,7.184861709
Comedy,4.329397879
Thriller,2.421603927
Comedy,7.322251617
Comedy,8.013540756
Drama,8.20851155
Comedy,6.643352876
Comedy,7.604906347
Comedy,7.566438683
Comedy,6.48810209
Comedy,7.10815262
Comedy,6.835845875
Thriller,7.985061185
Comedy,8.247692621
Action,7.180590328
Drama,7.88025441
Drama,7.449032305
ScienceFiction,7.561706302
Animation,7.079181246
Action,7.122545162
Action,8.666066026
Comedy,7.728176505
Comedy,7.462397998
Comedy,7.038244273
Comedy,6.780605234
Comedy,7.865370685
Comedy,4.976042608
Comedy,2
Action,6.455866459
Thriller,6.618281402
Adventure,8.618973766
Comedy,6.955032062
Adventure,8.965821203
Thriller,7.268673618
Adventure,6.30055353
Adventure,8.492676714
Adventure,8.651278014
Drama,7.267997066
Comedy,8.370701598
Action,8.346557712
Comedy,8.371959567
Comedy,7.398974828
Comedy,7.024132835
Comedy,6.311668053
Action,7.867162302
Adventure,7.473662273
Comedy,8.490601025
Comedy,7.439332694
Adventure,7.364725522
Drama,8.09448923
Drama,7.113943352
Comedy,6.625015444
Comedy,6.951640399
Action,7.028078651
Drama,7.146483205
Adventure,7.790277414
Drama,7.292224783
Action,7.051691331
Drama,5.568985095
Drama,8.551811679
Action,8.070992265
Comedy,4.659944709
Drama,5.788311226
Drama,7.353981764
Drama,6.948811033
Action,8.033423755
Comedy,6.288617839
Drama,7.872788716
Action,6.504212792
Drama,4.021520064
Drama,8.003692064
Comedy,7.770115523
Drama,7.538746864
Drama,5.380019386
Drama,7.172001098
Comedy,7.567163071
Drama,8.180394444
Drama,7.78024465
Drama,5.425966018
Drama,7.270763009
Adventure,7.825921262
Drama,8.314017937
Adventure,8.558507453
Comedy,7.831692541
Action,8.326313414
Animation,8.696676852
Comedy,6.652104035
Drama,5.802839377
Comedy,6.107608795
Drama,7.034540867
Comedy,7.816473748
Drama,7.947164494
Comedy,7.971739591
Animation,8.477317174
Animation,7.958442369
Drama,7.685309943
Drama,5.314136989
Comedy,5.968298918
Drama,8.001001335
Comedy,7.676093686
Comedy,7.957530266
Thriller,8.109910013
Drama,7.868974829
Drama,1.113943352
Comedy,6.926041115
Action,4.483886707
Drama,6.719440261
Comedy,7.450249108
Action,4.609775772
Drama,7.017424738
Comedy,6.602059991
Drama,6.77815125
Comedy,6.414973348
Adventure,8.126940351
Drama,4.061904634
Adventure,7.001620799
Drama,5.232569225
Action,6.185046385
Comedy,5.605094853
Comedy,6.732820847
Drama,2.130333768
Comedy,6.136492265
Comedy,7.776899607
Drama,6.477598138
Action,6.212677308
Drama,8.158533983
Animation,7.658531599
Drama,6.064558315
Comedy,7.556759584
Thriller,7.725810876
Comedy,8.0268259
Thriller,7.507437156
Action,6.954242509
Comedy,7.188286885
Comedy,7.386726701
ScienceFiction,7.784436228
Drama,8.408699948
Action,7.959216793
Drama,6.995727966
Drama,5.515102551
Comedy,7.673263298
Adventure,7.883279355
Action,7.092454303
Action,7.851258349
Comedy,5.568172379
Thriller,7.534870559
Comedy,7.568624122
Drama,6.708320601
Action,7.442920394
Action,8.106076663
ScienceFiction,7.774285341
Comedy,7.528546158
Comedy,6.571579339
Action,8.660524382
Action,7.330413773
Drama,7.235551802
Drama,6.195553462
Animation,8.549307484
Comedy,8.078291037
Adventure,8.737501236
Adventure,7.755358767
Action,8.375118894
Comedy,5.476820039
Comedy,7.314443901
Action,8.030180598
Animation,7.565312102
Animation,8.351863076
Comedy,8.173975439
Drama,8.333032617
Action,7.545737733
Drama,8.512893273
Comedy,8.444075681
Adventure,8.471789583
Thriller,6.717462291
Drama,8.191630818
Comedy,8.056586534
Action,8.279241234
Action,8.110199451
Comedy,5.180581731
Comedy,7.95640823
Action,7.199854089
Action,7.28161055
Drama,7.675628869
Drama,4.421505212
Drama,7.602405975
Comedy,6.241760089
Drama,8.135789746
Action,7.288092498
Comedy,8.51909793
Comedy,7.136720567
Drama,8.041392685
Drama,7.745912975
Action,8.421777519
Drama,7.688552484
Thriller,7.524577449
ScienceFiction,7.98265775
Drama,7.565603412
Adventure,2.012837225
Comedy,8.26390052
Drama,6.848858585
ScienceFiction,8.394658484
Adventure,8.329450228
Action,7.181421689
Action,8.333777372
Thriller,7.921987371
Comedy,8.18327082
Comedy,7.864396696
Adventure,8.228727976
Drama,0.903089987
Comedy,8.573001299
Drama,7.903360056
Drama,6.930670647
Adventure,8.633096765
Drama,6.713020209
Comedy,8.326335861
Action,7.856537535
Thriller,7.518518375
Drama,7.538658498
Thriller,8.317051012
Drama,6.917978774
Comedy,5.891613829
Comedy,6.581887336
Drama,7.109070493
Comedy,6.316139415
Drama,7.320322192
Adventure,7.835127685
Drama,5.709652345
Drama,1.447158031
Comedy,5.837910252
Drama,1.431363764
Drama,4.173302842
Drama,5.380379498
Drama,4.323767583
Drama,7.397940009
Drama,5.096889166
Action,3.630936119
Action,7.783375848
Drama,4.405875457
Drama,5.698970004
Drama,6.69019608
Drama,5.795039105
Drama,5.698970004
Adventure,7.835127685
Action,7.25996662
Drama,7.959224025
Comedy,7.976480793
Comedy,7.018053984
Comedy,7.286716183
ScienceFiction,7.647977761
Drama,7.817923683
Adventure,6.73315849
Action,7.272309904
Action,8.169806739
Action,7.75097083
Comedy,5.804663406
Action,7.902865176
Action,8.170068529
Comedy,7.369786487
Drama,7.447289262
Comedy,8.450140976
Adventure,7.595922305
Action,7.738342382
Comedy,7.015874693
Adventure,8.63650121
Adventure,8.069991563
Comedy,6.033313559
Drama,7.472756449
Adventure,8.685212399
Drama,8.253370562
Action,7.928256231
Action,7.992890449
Action,8.167554841
Animation,8.269638369
Adventure,8.43886394
Comedy,8.245770069
Action,8.316565624
Drama,8.372776821
Drama,7.22863446
Comedy,7.970231317
Action,7.809141021
Comedy,8.149898292
Adventure,7.930091969
Comedy,8.151598673
Action,7.851685607
Action,6.738468198
Animation,7.135185336
Adventure,8.566768313
Thriller,8.558962523
Comedy,6.159286495
Comedy,5.47012518
Thriller,7.549031723
Comedy,8.218365202
Action,8.540737047
Comedy,8.458718802
Adventure,7.133440255
Action,7.136051587
Comedy,6.021994272
Drama,7.793181772
Adventure,7.931958668
Comedy,7.528764555
Action,7.146463926
Drama,7.29433153
Drama,5.929533871
Comedy,6.660368505
Drama,7.204592103
Action,7.432228516
Drama,6.221985618
Drama,7.373272704
Comedy,7.604471533
Comedy,5.399774065
Drama,6.721947887
Action,8.02067708
Comedy,6.380655985
Thriller,8.00008725
Drama,7.383560116
Comedy,7.783767705
Action,0
Comedy,7.237854796
Comedy,7.889393057
Action,7.830151608
Action,7.379820237
Thriller,7.303570534
Action,6.864312755
Action,7.44158057
Comedy,7.553194743
Animation,6.502000811
Drama,7.701698685
Animation,8.750366633
Action,7.861534411
Drama,5.690616876
Comedy,8.149434235
Action,7.009847232
Adventure,8.989661373
Comedy,6.306476068
Comedy,7.169753058
Action,8.155486526
Action,7.962621229
Thriller,8.653904083
Comedy,8.240354406
Comedy,7.82261478
Drama,8.308326054
Comedy,7.853949045
Comedy,7.493533819
Action,7.908142982
Adventure,8.940201788
Drama,7.571913216
Drama,8.496296197
Drama,7.94306805
Action,8.238020123
Drama,5.870049067
Drama,7.943267139
Drama,7.966340843
Drama,7.652338084
Adventure,7.84974427
Comedy,0.602059991
Animation,7.98131719
Comedy,7.266992386
Comedy,7.000582606
Drama,7.526554975
Drama,6.991287006
Comedy,4.666068478
Drama,7.117617532
Drama,6.561935049
Drama,5.84837881
Drama,5.620057937
Comedy,6.621895804
Drama,6.419665186
Drama,4.848613963
Drama,5.333122692
Drama,5.475919493
Adventure,7.447523352
Thriller,1.146128036
Action,4.361727836
Drama,7.278753601
Action,6.673976134
Action,7.631207887
Animation,4.575661153
Adventure,6.908485019
Action,6.945768548
Animation,5.00087639
Action,6.585454074
Drama,6.612677918
Action,5.212637652
Drama,6.009941855
Drama,3.799133693
Comedy,7.630427875
Drama,2.82672252
Action,5.698970004
Drama,5.698970004
Action,4.783188691
Adventure,7.447523352
Comedy,5.41764272
Action,6.929106632
Action,7.877342822
Drama,7.741604881
Drama,7.61518246
Comedy,6.8071232
Comedy,7.724030088
Action,7.89421874
Action,7.786332751
Drama,7.509028286
Drama,8.009641102
Adventure,8.040850197
Drama,7.718687657
Drama,7.657811957
Action,6.323631143
Action,8.059414907
Action,7.406249378
ScienceFiction,8.092472121
Comedy,6.399058352
Animation,8.58349025
Action,7.890654212
Adventure,7.588756535
Drama,7.878504803
Drama,7.804696839
Comedy,7.58292068
Action,7.97742985
Comedy,8.566725014
Action,8.218360019
Drama,6.129686026
Comedy,7.227183838
Thriller,8.076049518
Drama,8.11058971
Adventure,8.812511166
Drama,7.714339712
Thriller,8.285557309
Action,7.619140025
Action,7.819394506
Action,8.330483222
Drama,7.89001988
Animation,8.163672703
Action,8.554335193
Comedy,8.233680119
Action,8.645244195
Animation,7.057348215
Adventure,7.634094015
Thriller,8.257682121
Drama,7.5461596
Comedy,8.472252304
Comedy,6.461091354
Drama,8.610923978
Action,8.078178889
Drama,7.226757717
Action,8.443182196
Comedy,7.282939505
Action,6.851501302
Adventure,7.714687436
Drama,7.004911484
Comedy,7.228661704
Comedy,7.291724467
Action,7.09337363
Drama,7.536700323
Comedy,7.879564011
Action,7.642750645
Comedy,6.679197514
Action,7.299377252
Action,6.839909551
Comedy,6.968698128
Comedy,8.256771666
Action,5.396555009
Action,5.888307572
Thriller,5.782158615
Comedy,7.437159139
Drama,7.282351846
Comedy,6.438424148
Comedy,7.230448921
Comedy,5.77716936
Drama,7.030168735
Drama,6.314302562
Comedy,5.00206666
Action,6.490079615
Drama,7.750496623
Comedy,6.100632766
Action,7.525836666
Thriller,7.226313976
Drama,8.33243846
Drama,7.462815828
Adventure,8.942845301
Comedy,6.627966693
Adventure,8.635454708
Comedy,7.525392557
Drama,7.442073883
Drama,7.707583375
Comedy,7.3771811
Action,7.03978975
Drama,7.477161179
Adventure,8.039723825
Comedy,7.740387444
Action,7.269309105
Comedy,7.515889375
Action,6.729136025
Drama,7.760335654
Comedy,7.545078773
Comedy,8.190070183
ScienceFiction,7.828097824
Drama,8.024627492
Adventure,8.966745757
Drama,7.36861385
Drama,8.287292151
Comedy,7.970137202
Action,7.101532176
Drama,8.546683678
Comedy,7.61619364
Action,8.486822417
Drama,7.619070676
Drama,8.079443832
Comedy,7.518695582
Drama,7.486313848
Drama,5.176892517
Drama,6.709800968
Action,6.965553041
Drama,5.023894165
Drama,2.898725182
Comedy,7.884107655
Comedy,6.933809902
Drama,6.44965054
Thriller,7.99050374
Drama,4.762393441
Drama,5.666517981
Drama,5.193183057
Drama,6.59081944
Action,7.319479142
Drama,5.16554701
Drama,7.321329134
Drama,8.248939984
Drama,5.021561392
Action,6.807284797
Drama,5.651026865
Drama,6.9399649
Drama,5.158386619
Drama,5.010600974
Action,6.291132766
Adventure,5.718427778
Action,6.865636118
Drama,6.356151727
Drama,4.885931987
Drama,6.480119672
Drama,3.869583708
Comedy,6.653993926
Action,6.77815125
Adventure,7.588756535
Comedy,7.518695582
Action,5.531877263
Drama,6.77815125
Drama,4.398790393
Drama,6.785329835
Action,5.698970004
Comedy,5.456366033
Drama,0.477121255
Comedy,5.781651993
Comedy,8.006743795
Comedy,7.241351278
Action,7.699819946
Action,7.371263731
Action,8.005145682
Comedy,8.248883694
Action,7.946076207
Drama,7.111394799
Drama,7.590569876
Comedy,7.939795461
Action,7.751968177
Comedy,8.122790412
Action,7.93263841
Drama,7.534457748
Drama,7.879184428
Comedy,7.193514175
Action,7.631368278
Action,7.87045229
Action,7.646902692
Comedy,8.291692503
Comedy,6.787193794
Comedy,7.27300697
Adventure,8.610353014
Comedy,8.21599127
Adventure,8.868409128
Action,7.307457677
Action,7.310494213
Animation,8.973282849
Action,8.245685786
Action,8.373556821
Drama,7.617000341
Comedy,7.594033418
Comedy,6.692156256
Action,7.708783304
Comedy,7.1866427
Action,8.413594428
Drama,8.389804613
Comedy,8.096614043
Action,8.638489257
Thriller,7.351048457
Adventure,8.816248742
Adventure,8.436702485
Adventure,8.205699616
Action,8.194529294
Drama,8.171247867
Action,8.29449264
Comedy,6.211695481
Comedy,8.36445569
Drama,6.861307885
Comedy,8.042301115
Action,8.066859969
Comedy,7.113675878
Comedy,7.569323067
Comedy,6.778410809
Action,7.769346407
Comedy,6.224197825
Comedy,4.02325246
Drama,7.062988113
Comedy,5.870929189
Comedy,7.816676517
Action,7.992047719
Drama,8.078180696
Comedy,7.48056135
Action,7.286055112
Adventure,7.908037046
Comedy,6.481700692
Drama,6.987976862
Adventure,6.16957922
Thriller,7.744258262
Comedy,8.118208324
Drama,6.938510419
Thriller,8.195407044
Action,8.257556187
Comedy,4.3478762
Drama,7.903925959
Drama,7
Drama,6.195876969
Drama,7.718314686
Comedy,8.343749626
Drama,7.000521795
Comedy,5.50527482
Drama,6.469048725
Adventure,8.628376883
Comedy,8.239045381
Comedy,8.389045114
Animation,7.835784673
Adventure,8.326358622
Drama,7.781237063
Comedy,6.535590555
Drama,7.883598353
Thriller,8.260763479
Action,7.642818173
Drama,8.659687095
Adventure,8.089619213
Drama,8.42606981
Comedy,7.529280404
Drama,7.497852428
Adventure,9.048786996
Comedy,7.984716557
Drama,7.228985056
Comedy,8.27923817
Drama,8.238080014
Action,7.983490124
Adventure,8.086270866
Drama,6.358236653
Drama,5.913781544
Drama,7.179585252
Drama,7.063574688
Comedy,7.899737793
Action,6.818589809
Drama,6.397940009
Drama,4.798319102
Comedy,6.897497608
Drama,6.813071277
Drama,6.026227966
Drama,5.691049649
Animation,3.929418926
Action,0.903089987
Action,7.816222787
Comedy,4.239299479
Comedy,7.12058186
Drama,7.191173609
Action,5.663680199
Drama,7.175511958
Action,1.176091259
Drama,6.609497296
Action,6.204119983
Action,4.500387436
Comedy,6.259930577
Comedy,4.681241237
Comedy,5.721810615
Drama,4.277104727
Drama,6.041392685
Comedy,6.896972518
Comedy,7.08679117
Action,0.477121255
Comedy,4.527629901
Comedy,5.84509804
Drama,5.370601901
Comedy,1.079181246
Comedy,1.707570176
Comedy,8.235435988
Action,7.667884203
ScienceFiction,7.982546461
Comedy,7.229940192
Comedy,6.833054631
Comedy,7.813383557
Drama,7.809193999
Comedy,8.29332472
Comedy,7.146128036
Comedy,7.467327877
Comedy,7.317997497
Drama,8.786680042
Comedy,6.699113732
Drama,7.442244779
Action,7.401314363
Comedy,8.231134948
Comedy,7.459678832
Comedy,7.483033315
Thriller,7.968077282
ScienceFiction,7.858886694
Action,7.81604585
Comedy,7.557487736
Action,6.772541733
Animation,8.016830598
Adventure,7.757577377
Comedy,7.493869369
Comedy,7.417567692
Action,8.182298961
Action,7.73798816
Comedy,7.984327884
Action,8.114923464
Drama,7.478775469
Action,7.477355204
Comedy,8.110734017
Drama,5.468041444
Adventure,8.696714383
Adventure,8.963711705
Action,8.735816313
Drama,7.696518987
Drama,5.562587847
Adventure,8.897519634
Action,8.063606286
Animation,8.302773515
Action,8.008600172
Comedy,7.663871378
Action,7.858410229
Comedy,8.224590835
Comedy,8.341270778
Comedy,8.053410667
Adventure,7.793595188
Action,8.894186609
Drama,7.203919482
Drama,7.097632044
Adventure,8.308709205
Comedy,7.957004449
Comedy,7.845519157
Action,8.540623389
Action,8.460146144
Action,7.914355741
Drama,7.982750339
Action,7.451535255
Drama,8.409421673
Comedy,7.427838514
Drama,8.337986666
Comedy,7.343109744
Comedy,7.379068051
Comedy,7.978406214
Adventure,8.233462823
Adventure,7.464942533
Drama,6.309107209
Action,7.842803368
Adventure,7.851214905
Drama,7.207468776
Comedy,1.079181246
Action,7.220258835
Drama,7.113985343
Action,5.569837222
Comedy,6.959486054
Action,7.751453765
Comedy,7.33846251
Comedy,7.618173731
Comedy,6.281979598
Drama,7.224179993
Animation,8.56499139
Drama,7.872399334
Thriller,7.563599326
ScienceFiction,5.628143612
Comedy,5.890248273
Drama,8.230776971
Drama,7.787148074
Drama,5.738811465
Comedy,7.170074576
Comedy,7.126973161
Comedy,8.039423253
Thriller,6.913985153
Drama,5.157145367
Drama,8.095976264
Action,8.800333529
Adventure,8.485545019
Drama,7.394970493
Action,7.787798972
Comedy,7.604258678
Drama,8.067318471
Drama,7.468130424
Adventure,8.540894683
Animation,8.146629641
Drama,8.062600886
Adventure,7.967847129
Thriller,8.559600573
ScienceFiction,8.110270996
Drama,5.241342234
Adventure,8.320299291
Drama,7.042609412
